0,-3.6228036566
1,-1.49389418303
2,-0.957555342014
3,-0.712480230212
4,-0.605244174255
5,-0.545328110625
6,-0.510259647493
7,-0.493475119882
8,-0.476703547824
9,-0.465064253868
10,-0.459256412554
11,-0.451993602569
12,-0.447899270391
13,-0.443661705979
14,-0.440854816251
15,-0.436682875296
16,-0.434814524719
17,-0.433495828385
18,-0.431450960745
